uri_s,count
https://hal.archives-ouvertes.fr/hal-02794911,2
https://halshs.archives-ouvertes.fr/halshs-01917590,2
https://halshs.archives-ouvertes.fr/halshs-03201787,0
https://hal.archives-ouvertes.fr/hal-03206972,0
https://hal.archives-ouvertes.fr/hal-03207052,0
https://hal.archives-ouvertes.fr/hal-03202524,0
https://hal.archives-ouvertes.fr/hal-03206966,0
https://hal.archives-ouvertes.fr/hal-03206929,0
https://hal.archives-ouvertes.fr/hal-03206994,0
https://halshs.archives-ouvertes.fr/halshs-03207519,0
https://hal.archives-ouvertes.fr/hal-03207049,0
https://hal.archives-ouvertes.fr/hal-03207032,0
https://hal.archives-ouvertes.fr/hal-02380958,0
https://hal.archives-ouvertes.fr/hal-03143253,0
https://halshs.archives-ouvertes.fr/halshs-02955444,0
https://hal.archives-ouvertes.fr/hal-02104688,0
https://hal.archives-ouvertes.fr/hal-01659627,2
https://hal.archives-ouvertes.fr/hal-03205158,0
https://hal.inria.fr/hal-01404593,0
https://halshs.archives-ouvertes.fr/halshs-02377013,1
https://hal-paris1.archives-ouvertes.fr/hal-03102543,0
https://hal.archives-ouvertes.fr/hal-03226587,0
https://hal.archives-ouvertes.fr/hal-02332491,0
https://halshs.archives-ouvertes.fr/halshs-01493384,0
https://halshs.archives-ouvertes.fr/halshs-01599310,0
https://hal.archives-ouvertes.fr/hal-03154973,0
https://halshs.archives-ouvertes.fr/halshs-02960813,0
https://hal.archives-ouvertes.fr/hal-03029555,0
https://hal.archives-ouvertes.fr/hal-01620787,0
https://hal-paris1.archives-ouvertes.fr/hal-01405780,0
https://hal.inria.fr/hal-01692230,0
https://halshs.archives-ouvertes.fr/halshs-01695096,0
https://hal.archives-ouvertes.fr/hal-02276301,0
https://halshs.archives-ouvertes.fr/halshs-02119297,0
https://hal.archives-ouvertes.fr/hal-01693887,0
https://hal.archives-ouvertes.fr/hal-01897268,0
https://halshs.archives-ouvertes.fr/halshs-02562758,0
https://hal.archives-ouvertes.fr/hal-01618347v3,0
https://hal.archives-ouvertes.fr/hal-02095807,0
https://hal.archives-ouvertes.fr/hal-01731071,0
https://halshs.archives-ouvertes.fr/halshs-02916311,0
https://halshs.archives-ouvertes.fr/halshs-02421346,0
https://halshs.archives-ouvertes.fr/halshs-02303437,0
https://halshs.archives-ouvertes.fr/halshs-02316674,0
https://halshs.archives-ouvertes.fr/halshs-01674686,0
https://hal.archives-ouvertes.fr/hal-01881787,0
https://halshs.archives-ouvertes.fr/halshs-03036543,0
https://hal.archives-ouvertes.fr/hal-02128135,0
https://hal-univ-paris8.archives-ouvertes.fr/hal-01591701,0
https://halshs.archives-ouvertes.fr/halshs-01598959,0
https://hal.archives-ouvertes.fr/hal-01519505,0
https://hal.archives-ouvertes.fr/hal-01951164,0
https://hal-paris1.archives-ouvertes.fr/hal-01500342,0
https://hal.archives-ouvertes.fr/hal-01577452,0
https://hal.archives-ouvertes.fr/hal-01500157,0
https://halshs.archives-ouvertes.fr/halshs-01393297,0
https://hal.archives-ouvertes.fr/hal-01445217,0
https://hal.archives-ouvertes.fr/hal-01475760,0
https://halshs.archives-ouvertes.fr/halshs-01487381,0
https://hal.archives-ouvertes.fr/hal-01088831,0
https://hal.archives-ouvertes.fr/hal-01575611,0
https://halshs.archives-ouvertes.fr/halshs-02860802,0
https://hal.archives-ouvertes.fr/hal-01472352,0
